Delay (Days),Bugs Found,Bugs Fixed,Bug Fix Ratio,Team Size,Hours Worked,Budget (USD),Risk Factor,Critical Issues Found,Critical Issue Ratio,Feature Delivery Ratio,Team Skill Level,Resource Utilization Rate,Client Involvement,Complexity Score
50.0,71,46,0.647887323943662,15,1034,153484,4,18,0.2535211267605634,0.8571428571428571,Low,76,Low,Medium
28.1,26,7,0.2692307692307692,13,1527,185999,5,8,0.3076923076923077,0.88,Low,86,Medium,High
50.0,64,7,0.109375,9,612,158856,9,16,0.25,0.8863636363636364,Low,69,Low,Low
50.0,47,41,0.8723404255319149,16,1259,75174,3,18,0.3829787234042553,0.6538461538461539,High,84,Low,High
45.0,69,14,0.2028985507246377,5,696,108338,9,4,0.057971014492753624,0.9795918367346939,High,61,Low,High
23.599999999999998,18,6,0.3333333333333333,18,327,155875,8,3,0.16666666666666666,0.8148148148148148,Low,89,Medium,High
50.0,89,79,0.8876404494382022,19,1989,148572,5,44,0.4943820224719101,0.4166666666666667,Low,54,Medium,High
45.39999999999999,62,12,0.1935483870967742,19,1321,181178,9,6,0.0967741935483871,0.6818181818181818,Medium,51,Medium,Low
29.700000000000003,17,9,0.5294117647058824,16,494,105435,4,6,0.35294117647058826,0.5555555555555556,High,72,High,High
50.0,82,18,0.21951219512195122,19,781,62428,4,37,0.45121951219512196,0.6428571428571429,High,81,High,Low
50.0,71,25,0.352112676056338,5,1659,112527,10,35,0.49295774647887325,0.7804878048780488,Low,94,Low,Low
50.0,61,30,0.4918032786885246,12,1851,187388,5,24,0.39344262295081966,0.5454545454545454,Medium,63,Medium,Medium
50.0,97,4,0.041237113402061855,20,499,72714,9,8,0.08247422680412371,0.85,High,88,Low,Low
50.0,83,62,0.7469879518072289,14,861,181035,10,9,0.10843373493975904,0.8809523809523809,High,63,Medium,High
25.2,15,6,0.4,6,904,156039,1,7,0.4666666666666667,0.8064516129032258,Medium,84,Low,Medium
31.8,69,30,0.43478260869565216,17,703,192304,6,3,0.043478260869565216,0.2,Low,87,Medium,Low
10.3,11,8,0.7272727272727273,18,213,125773,1,2,0.18181818181818182,0.875,Low,100,High,High
32.099999999999994,41,4,0.0975609756097561,15,626,52209,9,8,0.1951219512195122,0.8108108108108109,Low,96,Low,Low
50.0,93,74,0.7956989247311828,19,1330,148286,3,11,0.11827956989247312,0.8,Medium,97,Medium,Low
50.0,98,3,0.030612244897959183,12,409,167761,1,28,0.2857142857142857,0.625,Medium,68,Low,Medium
37.2,39,24,0.6153846153846154,10,1918,85813,3,9,0.23076923076923078,1.0,Medium,60,High,Low
50.0,49,10,0.20408163265306123,17,772,86984,9,19,0.3877551020408163,1.0,Medium,87,Medium,High
26.8,22,22,1.0,18,1163,162186,10,4,0.18181818181818182,0.0,Medium,74,Medium,High
26.099999999999998,41,35,0.8536585365853658,20,1770,76276,2,5,0.12195121951219512,0.7647058823529411,High,96,High,Medium
19.7,15,5,0.3333333333333333,16,679,131015,8,1,0.06666666666666667,0.9795918367346939,Low,74,Low,High
29.9,77,50,0.6493506493506493,19,770,147186,3,0,0.0,0.8,Medium,76,Low,Medium
50.0,50,48,0.96,15,1449,130575,6,18,0.36,0.696969696969697,Low,50,Medium,Medium
50.0,48,39,0.8125,9,440,76072,1,23,0.4791666666666667,0.9285714285714286,Medium,58,High,Medium
50.0,97,33,0.3402061855670103,9,808,126896,3,48,0.4948453608247423,0.9375,Low,84,High,High
50.0,52,14,0.2692307692307692,6,1979,114007,6,22,0.4230769230769231,0.9583333333333334,Low,89,High,Low
50.0,51,46,0.9019607843137255,18,1050,94627,6,17,0.3333333333333333,0.4375,Medium,60,Low,High
50.0,100,44,0.44,8,1871,62363,5,48,0.48,0.55,Medium,73,High,Medium
17.8,11,6,0.5454545454545454,5,335,189236,3,5,0.45454545454545453,0.9411764705882353,High,90,High,Low
46.5,56,40,0.7142857142857143,6,722,81440,4,8,0.14285714285714285,0.46153846153846156,High,79,Low,High
50.0,73,17,0.2328767123287671,6,1052,114228,2,23,0.3150684931506849,1.0,High,87,Low,Medium
33.8,51,14,0.27450980392156865,9,300,111638,9,5,0.09803921568627451,0.8823529411764706,Medium,80,Low,High
50.0,92,86,0.9347826086956522,19,1386,177661,10,17,0.18478260869565216,0.0,Medium,68,High,Medium
50.0,47,8,0.1702127659574468,15,354,186506,3,16,0.3404255319148936,0.9090909090909091,High,59,Medium,High
50.0,72,18,0.25,14,347,85408,4,28,0.3888888888888889,0.8108108108108109,Medium,56,High,High
50.0,89,10,0.11235955056179775,10,898,190599,2,36,0.4044943820224719,0.7333333333333333,Medium,80,High,Low
39.800000000000004,39,15,0.38461538461538464,17,1929,66471,10,9,0.23076923076923078,0.2,High,97,High,High
27.9,25,24,0.96,19,1897,160100,2,6,0.24,0.7272727272727273,Low,88,High,Medium
50.0,73,44,0.6027397260273972,5,266,78684,10,35,0.4794520547945205,0.8541666666666666,High,70,High,Low
21.5,33,24,0.7272727272727273,6,481,104650,3,5,0.15151515151515152,0.9722222222222222,Low,82,High,High
50.0,82,63,0.7682926829268293,17,645,194974,5,39,0.47560975609756095,0.5,High,86,Low,Medium
50.0,94,71,0.7553191489361702,12,1766,153293,5,11,0.11702127659574468,0.8958333333333334,High,75,Medium,Low
39.199999999999996,86,55,0.6395348837209303,19,1675,158174,5,4,0.046511627906976744,0.6923076923076923,Medium,88,Low,Medium
50.0,56,30,0.5357142857142857,10,1341,97806,4,25,0.44642857142857145,0.7297297297297297,High,72,High,High
48.7,95,23,0.24210526315789474,10,1547,183584,9,8,0.08421052631578947,0.88,Low,99,High,Low
19.7,22,5,0.22727272727272727,9,1352,172045,9,2,0.09090909090909091,0.98,Low,77,Medium,Medium
28.099999999999998,74,13,0.17567567567567569,8,219,67913,6,0,0.0,0.9333333333333333,High,93,Low,Low
12.799999999999997,18,8,0.4444444444444444,17,267,75322,8,0,0.0,0.7857142857142857,Medium,83,Medium,Low
50.0,59,45,0.7627118644067796,7,591,88086,2,19,0.3220338983050847,0.8611111111111112,Medium,62,Low,Medium
50.0,50,14,0.28,15,436,66952,6,24,0.48,0.9148936170212766,Medium,61,High,Medium
44.4,31,24,0.7741935483870968,6,708,63528,7,15,0.4838709677419355,0.5625,Low,72,High,Medium
23.3,19,13,0.6842105263157895,13,992,173308,6,8,0.42105263157894735,1.0,Low,82,Medium,Medium
27.7,29,4,0.13793103448275862,14,762,85343,8,2,0.06896551724137931,0.7727272727272727,Low,70,Medium,Low
11.200000000000001,13,4,0.3076923076923077,17,1471,140486,8,0,0.0,0.5,Low,81,High,Medium
33.9,24,8,0.3333333333333333,5,1782,115000,8,10,0.4166666666666667,0.9523809523809523,High,59,Low,Medium
37.300000000000004,54,9,0.16666666666666666,12,1320,50596,6,5,0.09259259259259259,0.6923076923076923,Medium,82,High,High
22.9,29,15,0.5172413793103449,8,379,144195,4,2,0.06896551724137931,0.7,High,84,Low,Low
44.8,100,87,0.87,7,1331,89085,9,2,0.02,1.0,High,56,Low,High
50.0,52,42,0.8076923076923077,19,675,86164,3,26,0.5,0.5,High,100,Low,Low
15.200000000000001,11,2,0.18181818181818182,15,1141,165278,7,2,0.18181818181818182,0.8461538461538461,Medium,73,High,Low
43.699999999999996,62,17,0.27419354838709675,17,1565,59833,1,11,0.1774193548387097,0.8947368421052632,Low,77,Medium,Low
35.2,50,46,0.92,11,1423,163756,9,9,0.18,0.8648648648648649,Low,94,Medium,Medium
50.0,87,26,0.2988505747126437,16,838,85512,3,29,0.3333333333333333,0.9142857142857143,High,84,Medium,Medium
19.700000000000003,13,3,0.23076923076923078,6,933,58740,3,5,0.38461538461538464,0.0,High,81,Low,Low
50.0,79,47,0.5949367088607594,18,1685,111798,10,21,0.26582278481012656,0.825,Medium,93,High,High
41.7,60,38,0.6333333333333333,5,1344,127459,1,10,0.16666666666666666,0.9722222222222222,Low,89,High,High
50.0,57,34,0.5964912280701754,10,1626,163609,6,21,0.3684210526315789,0.9166666666666666,High,53,Medium,Low
50.0,84,53,0.6309523809523809,7,976,73395,5,9,0.10714285714285714,1.0,High,55,Medium,Medium
50.0,58,12,0.20689655172413793,12,599,184980,8,15,0.25862068965517243,0.6363636363636364,Low,58,High,High
34.5,45,9,0.2,8,1087,104411,4,9,0.2,0.8913043478260869,High,90,Low,Low
50.0,67,15,0.22388059701492538,6,1933,62467,1,25,0.373134328358209,0.7674418604651163,High,83,High,Medium
50.0,96,23,0.23958333333333334,8,724,121808,5,11,0.11458333333333333,0.8108108108108109,Medium,67,High,High
50.0,82,28,0.34146341463414637,14,1183,163200,4,15,0.18292682926829268,0.65,High,97,Medium,Medium
26.4,31,17,0.5483870967741935,17,1332,65342,1,3,0.0967741935483871,0.92,High,62,Medium,Low
50.0,98,3,0.030612244897959183,17,1238,87260,5,41,0.41836734693877553,1.0,Low,77,Medium,High
14.400000000000002,21,19,0.9047619047619048,15,730,122271,1,0,0.0,0.6153846153846154,Medium,82,High,Medium
50.0,93,24,0.25806451612903225,16,1440,175017,3,22,0.23655913978494625,0.9473684210526315,Medium,50,High,Medium
20.2,17,4,0.23529411764705882,12,984,86338,3,0,0.0,0.88,High,57,Low,Medium
19.9,12,5,0.4166666666666667,18,627,183503,9,6,0.5,0.9230769230769231,Low,71,Low,Medium
45.0,66,20,0.30303030303030304,14,1563,76044,7,9,0.13636363636363635,0.0,High,59,High,Medium
50.0,98,89,0.9081632653061225,13,408,174578,1,18,0.1836734693877551,0.8717948717948718,Medium,53,Low,Low
41.7,53,28,0.5283018867924528,18,701,72160,9,10,0.18867924528301888,1.0,Low,51,Low,High
30.7,58,47,0.8103448275862069,11,325,64394,5,2,0.034482758620689655,0.16666666666666666,High,71,High,Medium
38.099999999999994,72,42,0.5833333333333334,9,1688,165177,9,5,0.06944444444444445,0.3333333333333333,Low,85,Medium,High
36.4,34,9,0.2647058823529412,13,1647,180374,8,4,0.11764705882352941,0.7,High,64,High,High
50.0,89,24,0.2696629213483146,14,1499,134945,8,33,0.3707865168539326,0.8857142857142857,Medium,97,High,High
49.4,83,30,0.3614457831325301,5,1968,90847,4,7,0.08433734939759036,1.0,Low,55,High,Medium
50.0,79,8,0.10126582278481013,16,1234,71755,2,16,0.20253164556962025,0.896551724137931,Medium,57,Low,Low
17.9,13,7,0.5384615384615384,11,1072,149200,9,0,0.0,0.7567567567567568,High,60,Medium,Medium
39.300000000000004,29,10,0.3448275862068966,14,626,70370,3,14,0.4827586206896552,0.6923076923076923,Low,72,Medium,High
50.0,93,20,0.21505376344086022,6,1364,96263,10,23,0.24731182795698925,1.0,Low,76,Medium,High
38.099999999999994,23,11,0.4782608695652174,9,1298,67526,9,11,0.4782608695652174,0.375,Medium,64,Medium,Medium
50.0,62,8,0.12903225806451613,20,1577,164572,10,30,0.4838709677419355,0.8823529411764706,High,77,Medium,Medium
32.3,31,7,0.22580645161290322,6,286,197014,9,8,0.25806451612903225,0.9473684210526315,Medium,55,Low,Medium
50.0,86,72,0.8372093023255814,20,1331,92721,5,26,0.3023255813953488,0.5454545454545454,Low,97,Medium,Low
29.599999999999998,43,39,0.9069767441860465,9,1312,110903,3,4,0.09302325581395349,0.5714285714285714,Low,74,High,Low
39.8,73,9,0.1232876712328767,12,1238,111503,3,2,0.0273972602739726,0.8571428571428571,Low,58,High,High
50.0,90,17,0.18888888888888888,16,1778,166553,4,31,0.34444444444444444,0.6666666666666666,High,78,Medium,High
50.0,61,8,0.13114754098360656,20,673,140205,10,26,0.4262295081967213,0.8,Medium,69,High,Low
23.4,15,7,0.4666666666666667,9,262,53384,2,0,0.0,0.7352941176470589,High,78,Medium,High
35.3,48,34,0.7083333333333334,10,257,113061,7,10,0.20833333333333334,0.9117647058823529,Medium,83,Low,Medium
41.3,27,8,0.2962962962962963,18,479,95543,3,11,0.4074074074074074,0.88,Low,59,Low,High
48.599999999999994,62,24,0.3870967741935484,5,391,195135,2,8,0.12903225806451613,0.7857142857142857,High,50,Medium,Medium
50.0,53,18,0.33962264150943394,8,451,131051,10,26,0.49056603773584906,0.875,Low,74,Low,Low
22.599999999999998,44,3,0.06818181818181818,6,952,168253,6,4,0.09090909090909091,0.875,Medium,98,Medium,Medium
50.0,94,34,0.3617021276595745,13,1988,183505,8,35,0.3723404255319149,0.9666666666666667,Medium,99,Medium,High
31.3,30,11,0.36666666666666664,9,1709,114444,2,4,0.13333333333333333,0.7096774193548387,Low,86,High,High
19.7,19,3,0.15789473684210525,9,1921,194758,2,2,0.10526315789473684,0.782608695652174,Low,70,Medium,Low
50.0,79,49,0.620253164556962,5,1091,55845,5,25,0.31645569620253167,0.8571428571428571,Medium,85,High,Medium
50.0,72,12,0.16666666666666666,19,701,88200,4,32,0.4444444444444444,0.7727272727272727,Low,67,High,Medium
45.4,66,9,0.13636363636363635,5,547,130722,10,13,0.19696969696969696,0.8,Medium,87,Low,Low
10.8,11,2,0.18181818181818182,12,1856,91463,10,1,0.09090909090909091,0.9473684210526315,Medium,95,Low,Medium
50.0,81,23,0.2839506172839506,7,1070,123197,6,13,0.16049382716049382,0.7333333333333333,High,54,Medium,Low
50.0,50,15,0.3,11,422,106113,2,20,0.4,0.0,Low,70,High,Low
49.2,49,30,0.6122448979591837,19,366,111361,8,20,0.40816326530612246,0.8444444444444444,Medium,95,Medium,Low
42.7,70,18,0.2571428571428571,18,1503,190021,7,5,0.07142857142857142,0.47368421052631576,High,54,Medium,Low
50.0,99,38,0.3838383838383838,13,1984,51400,1,28,0.2828282828282828,0.7878787878787878,High,84,Medium,High
28.799999999999997,62,20,0.3225806451612903,6,705,100061,3,2,0.03225806451612903,0.8333333333333334,Low,84,Medium,Medium
22.400000000000002,16,12,0.75,9,1065,92411,3,5,0.3125,0.9375,Low,87,Medium,High
33.8,61,35,0.5737704918032787,14,1276,176749,4,6,0.09836065573770492,0.55,Medium,90,Medium,Medium
20.9,14,1,0.07142857142857142,6,1609,147457,10,3,0.21428571428571427,0.9411764705882353,High,84,Low,High
50.0,97,94,0.9690721649484536,6,655,137472,8,41,0.422680412371134,0.875,High,97,Low,Medium
46.0,33,15,0.45454545454545453,15,1313,172390,7,13,0.3939393939393939,1.0,High,52,Low,High
50.0,87,34,0.39080459770114945,20,1213,170192,3,43,0.4942528735632184,0.825,Low,67,Low,Low
45.599999999999994,71,46,0.647887323943662,17,1148,157196,4,8,0.11267605633802817,0.3333333333333333,Low,61,High,Low
39.39999999999999,87,44,0.5057471264367817,16,1909,114642,9,5,0.05747126436781609,0.9285714285714286,Medium,81,High,Low
50.0,78,55,0.7051282051282052,19,431,159119,4,30,0.38461538461538464,0.9166666666666666,Low,58,High,Medium
16.4,13,13,1.0,10,1241,168215,2,1,0.07692307692307693,0.9777777777777777,Low,70,Medium,Medium
50.0,75,65,0.8666666666666667,19,1556,95013,4,33,0.44,0.6818181818181818,Low,96,Medium,High
39.900000000000006,52,45,0.8653846153846154,9,223,179557,9,1,0.019230769230769232,0.7297297297297297,Low,56,Low,High
49.099999999999994,62,24,0.3870967741935484,19,1575,188548,1,15,0.24193548387096775,1.0,High,75,Low,High
40.5,43,37,0.8604651162790697,19,1907,64396,6,9,0.20930232558139536,0.7368421052631579,Low,52,Low,Medium
14.899999999999999,15,2,0.13333333333333333,8,1107,52809,4,3,0.2,0.25,Low,93,Low,Low
34.599999999999994,46,3,0.06521739130434782,12,1158,76825,3,3,0.06521739130434782,0.8367346938775511,High,61,High,Low
50.0,75,46,0.6133333333333333,16,945,144245,5,24,0.32,0.8571428571428571,Low,84,Medium,High
50.0,52,12,0.23076923076923078,6,1238,192282,8,24,0.46153846153846156,0.68,Medium,85,Medium,Low
50.0,87,19,0.21839080459770116,12,1025,159023,2,40,0.45977011494252873,1.0,High,76,Low,Medium
19.6,50,38,0.76,20,1197,98812,9,0,0.0,1.0,Medium,82,High,Medium
50.0,74,55,0.7432432432432432,16,776,73276,6,29,0.3918918918918919,0.782608695652174,Medium,63,Low,High
29.400000000000002,42,27,0.6428571428571429,14,1399,72917,10,8,0.19047619047619047,0.0,Medium,91,Low,Low
50.0,78,14,0.1794871794871795,10,1260,174077,7,21,0.2692307692307692,0.0,Low,79,Medium,Medium
50.0,58,5,0.08620689655172414,13,1178,82865,4,27,0.46551724137931033,0.9375,High,67,Low,Low
50.0,84,68,0.8095238095238095,12,1863,90700,2,26,0.30952380952380953,0.8,Low,59,High,Medium
50.0,95,1,0.010526315789473684,15,1947,159544,9,9,0.09473684210526316,0.8297872340425532,High,67,Low,Medium
50.0,100,39,0.39,5,626,137919,5,11,0.11,0.8461538461538461,Low,86,High,High
50.0,57,1,0.017543859649122806,20,668,94463,3,20,0.3508771929824561,0.9333333333333333,High,83,High,High
50.0,59,18,0.3050847457627119,11,704,118252,6,24,0.4067796610169492,0.6,High,99,High,Medium
24.7,15,1,0.06666666666666667,7,1600,176685,3,7,0.4666666666666667,1.0,Medium,54,Medium,Medium
19.4,10,4,0.4,15,546,103803,1,2,0.2,1.0,Low,78,Medium,High
45.4,85,84,0.9882352941176471,15,780,80250,5,8,0.09411764705882353,0.8,High,98,Low,Medium
31.400000000000002,21,3,0.14285714285714285,17,1419,72871,9,8,0.38095238095238093,0.84375,High,82,Medium,High
23.7,25,9,0.36,13,1862,176464,3,6,0.24,1.0,High,89,Low,High
30.4,26,11,0.4230769230769231,10,487,163629,1,7,0.2692307692307692,0.0,Medium,57,High,Medium
42.6,52,25,0.4807692307692308,13,1508,86446,3,9,0.17307692307692307,0.8235294117647058,Medium,55,Medium,Medium
25.200000000000003,32,20,0.625,13,1430,161601,7,4,0.125,0.9555555555555556,High,62,Medium,Low
30.0,52,24,0.46153846153846156,5,931,61127,5,2,0.038461538461538464,0.8461538461538461,Low,78,Medium,Low
50.0,75,57,0.76,18,1575,158740,10,26,0.3466666666666667,0.8,Medium,79,Low,Medium
36.7,43,2,0.046511627906976744,8,1788,139235,6,11,0.2558139534883721,0.9111111111111111,Medium,91,High,Low
50.0,64,13,0.203125,10,283,66339,9,18,0.28125,0.8918918918918919,High,74,High,Medium
50.0,54,22,0.4074074074074074,19,708,53782,9,27,0.5,0.35714285714285715,Medium,98,Low,High
26.4,35,14,0.4,8,892,195992,4,6,0.17142857142857143,0.2,Low,88,Low,Medium
18.699999999999996,31,14,0.45161290322580644,16,534,103192,5,3,0.0967741935483871,0.4166666666666667,Low,98,High,High
50.0,45,31,0.6888888888888889,10,378,197544,7,21,0.4666666666666667,0.9428571428571428,High,77,Low,High
40.099999999999994,46,4,0.08695652173913043,7,321,130016,5,9,0.1956521739130435,0.8333333333333334,High,61,Low,Medium
50.0,49,4,0.08163265306122448,7,1671,133557,10,22,0.4489795918367347,0.8,Low,99,Low,Low
50.0,98,64,0.6530612244897959,6,801,196183,10,33,0.336734693877551,1.0,Low,62,High,Low
50.0,97,70,0.7216494845360825,14,1967,177029,9,13,0.13402061855670103,0.95,High,66,Medium,Medium
29.799999999999997,41,22,0.5365853658536586,5,232,159718,4,1,0.024390243902439025,0.8717948717948718,Medium,50,High,Medium
50.0,78,56,0.717948717948718,13,606,105689,2,13,0.16666666666666666,0.6923076923076923,High,59,High,Low
49.400000000000006,42,2,0.047619047619047616,16,1117,58543,3,21,0.5,0.8421052631578947,High,91,Low,Medium
44.2,53,44,0.8301886792452831,17,1836,150407,7,11,0.20754716981132076,0.5714285714285714,High,51,Low,Low
50.0,61,30,0.4918032786885246,14,920,139658,7,26,0.4262295081967213,0.9,Low,57,Low,Low
37.0,48,14,0.2916666666666667,9,792,135857,2,5,0.10416666666666667,0.9090909090909091,High,52,High,Low
29.6,54,41,0.7592592592592593,17,1551,88575,5,1,0.018518518518518517,0.6666666666666666,Medium,73,Low,Low
48.400000000000006,52,28,0.5384615384615384,17,1270,118287,8,15,0.28846153846153844,0.9473684210526315,Low,96,Low,High
20.2,20,1,0.05,5,605,130999,6,4,0.2,1.0,High,89,High,High
50.0,83,81,0.9759036144578314,8,1711,92502,5,12,0.14457831325301204,0.6666666666666666,Low,69,High,High
50.0,54,42,0.7777777777777778,8,1953,182203,1,24,0.4444444444444444,0.896551724137931,High,52,High,Low
50.0,75,4,0.05333333333333334,18,726,90872,7,22,0.29333333333333333,0.8387096774193549,Medium,70,Low,Medium
35.6,40,14,0.35,5,1384,131915,7,12,0.3,0.7,Medium,92,Medium,Medium
50.0,64,16,0.25,20,908,133095,3,19,0.296875,0.9,Low,92,Low,Low
50.0,80,65,0.8125,19,1145,156400,3,19,0.2375,0.88,Medium,71,High,Medium
50.0,93,52,0.5591397849462365,14,347,93038,7,21,0.22580645161290322,1.0,Medium,100,High,High
14.1,12,1,0.08333333333333333,8,392,118009,5,4,0.3333333333333333,0.7419354838709677,Medium,100,Medium,Low
41.7,39,5,0.1282051282051282,16,1160,193985,9,10,0.2564102564102564,0.8064516129032258,Medium,65,Low,Low
30.0,29,17,0.5862068965517241,20,862,75135,10,7,0.2413793103448276,0.7567567567567568,High,81,Low,Low
50.0,57,10,0.17543859649122806,8,1324,59436,7,18,0.3157894736842105,0.7428571428571429,Medium,79,High,Medium
26.200000000000003,42,16,0.38095238095238093,8,1168,158849,3,0,0.0,0.0,Medium,57,High,Low
18.9,10,8,0.8,20,1441,116506,1,0,0.0,0.8297872340425532,High,58,Low,Medium
34.3,52,19,0.36538461538461536,18,323,148236,1,10,0.19230769230769232,0.9333333333333333,Low,94,High,High
32.9,61,21,0.3442622950819672,9,322,63960,6,3,0.04918032786885246,0.84,Medium,77,High,Medium
38.599999999999994,38,16,0.42105263157894735,5,1089,140221,1,10,0.2631578947368421,0.6666666666666666,High,59,High,Low
50.0,75,32,0.4266666666666667,6,1205,77154,9,18,0.24,0.7777777777777778,High,50,Low,Low
23.4,39,25,0.6410256410256411,16,1034,56871,7,4,0.10256410256410256,1.0,Low,89,Low,Low
22.5,15,5,0.3333333333333333,16,1817,53534,3,0,0.0,0.6785714285714286,Low,50,Low,Medium
36.2,48,46,0.9583333333333334,14,1140,53688,5,10,0.20833333333333334,1.0,High,71,High,Medium
28.8,22,3,0.13636363636363635,9,1855,163164,10,10,0.45454545454545453,0.9411764705882353,Low,74,Medium,Low
50.0,64,14,0.21875,15,988,63571,10,25,0.390625,0.7037037037037037,Medium,65,Low,Low
47.2,49,38,0.7755102040816326,6,591,51289,10,12,0.24489795918367346,0.9,Low,70,Medium,High
50.0,78,41,0.5256410256410257,12,1859,194818,5,20,0.2564102564102564,1.0,Medium,77,Medium,High
33.7,27,9,0.3333333333333333,11,1280,166476,7,8,0.2962962962962963,0.7857142857142857,Low,87,Low,High
47.3,33,21,0.6363636363636364,13,1020,69411,8,14,0.42424242424242425,0.6363636363636364,High,78,High,High
50.0,99,93,0.9393939393939394,17,1495,64008,7,17,0.1717171717171717,0.9285714285714286,High,82,Low,High
41.0,95,60,0.631578947368421,5,1004,132816,2,4,0.042105263157894736,1.0,High,80,High,Medium
50.0,64,43,0.671875,7,899,178017,2,20,0.3125,0.3,Low,97,High,Medium
50.0,91,76,0.8351648351648352,15,739,176748,7,7,0.07692307692307693,0.775,High,54,Medium,Medium
32.4,45,30,0.6666666666666666,18,1980,74113,3,4,0.08888888888888889,0.75,Medium,63,Medium,Medium
37.7,35,14,0.4,16,958,108987,6,15,0.42857142857142855,0.72,Medium,99,Medium,Medium
50.0,31,29,0.9354838709677419,11,292,71454,9,14,0.45161290322580644,0.896551724137931,Medium,52,Medium,High
50.0,67,43,0.6417910447761194,8,512,154398,2,26,0.3880597014925373,0.9183673469387755,Medium,50,Medium,Low
39.9,41,39,0.9512195121951219,10,1684,96682,1,9,0.21951219512195122,0.7692307692307693,Low,72,Low,Medium
23.3,35,13,0.37142857142857144,11,1466,111943,9,1,0.02857142857142857,0.7906976744186046,High,91,Low,High
48.0,71,65,0.9154929577464789,7,920,161362,8,3,0.04225352112676056,0.7619047619047619,Low,54,Low,High
23.400000000000002,27,9,0.3333333333333333,5,1833,144928,10,7,0.25925925925925924,1.0,Low,76,Medium,Low
50.0,86,81,0.9418604651162791,10,348,128011,6,11,0.12790697674418605,1.0,High,60,Low,Medium
50.0,81,40,0.49382716049382713,12,1259,112524,3,29,0.35802469135802467,0.6363636363636364,Medium,62,Medium,High
50.0,42,11,0.2619047619047619,16,1296,149519,10,20,0.47619047619047616,0.9795918367346939,High,91,High,High
50.0,80,15,0.1875,15,520,172927,10,25,0.3125,0.9333333333333333,High,88,Low,Low
25.0,21,7,0.3333333333333333,19,977,138738,8,7,0.3333333333333333,0.75,High,84,Low,High
50.0,98,94,0.9591836734693877,10,1179,179201,7,35,0.35714285714285715,0.5454545454545454,Medium,52,Medium,High
25.4,30,26,0.8666666666666667,12,340,113050,7,7,0.23333333333333334,0.6428571428571429,Low,83,Medium,Medium
19.0,15,0,0.0,7,1375,185790,9,2,0.13333333333333333,0.7777777777777778,Low,85,Low,Low
43.6,85,81,0.9529411764705882,19,1630,154113,8,4,0.047058823529411764,0.5833333333333334,Low,72,Low,Medium
50.0,59,42,0.711864406779661,5,345,161986,8,23,0.3898305084745763,0.9090909090909091,High,80,High,High
50.0,87,49,0.5632183908045977,17,685,176475,1,40,0.45977011494252873,0.9310344827586207,High,80,Medium,High
50.0,80,77,0.9625,10,1256,153383,9,26,0.325,0.9333333333333333,Low,66,Low,Low
45.0,43,3,0.06976744186046512,8,722,181808,4,15,0.3488372093023256,0.9318181818181818,High,82,Medium,Medium
16.1,21,16,0.7619047619047619,12,1685,174530,6,2,0.09523809523809523,0.6470588235294118,Medium,81,Low,High
50.0,89,89,1.0,20,1007,110181,5,16,0.1797752808988764,0.9722222222222222,Low,72,High,Low
27.0,18,16,0.8888888888888888,9,1855,84406,1,7,0.3888888888888889,0.9,Medium,57,Low,Low
39.3,33,7,0.21212121212121213,18,1040,56714,6,16,0.48484848484848486,0.9393939393939394,Medium,83,Low,Low
50.0,68,48,0.7058823529411765,16,1074,156228,5,30,0.4411764705882353,0.8048780487804879,Low,72,Medium,Medium
50.0,81,26,0.32098765432098764,16,1940,163984,3,31,0.38271604938271603,1.0,Low,75,Low,High
34.1,26,11,0.4230769230769231,18,860,172115,10,10,0.38461538461538464,0.8367346938775511,High,81,High,Low
31.099999999999998,62,22,0.3548387096774194,10,1308,186542,8,1,0.016129032258064516,0.75,Low,75,Low,Medium
50.0,63,40,0.6349206349206349,20,667,152850,6,21,0.3333333333333333,0.9772727272727273,Low,62,Low,High
34.6,27,8,0.2962962962962963,15,411,83649,10,9,0.3333333333333333,0.7142857142857143,Low,60,Medium,Low
20.099999999999998,13,9,0.6923076923076923,19,1286,163458,5,5,0.38461538461538464,0.8,Low,84,Medium,Low
50.0,83,33,0.39759036144578314,8,1034,111638,6,38,0.4578313253012048,0.7647058823529411,Low,72,Medium,High
33.400000000000006,89,53,0.5955056179775281,6,1440,198171,2,0,0.0,0.7948717948717948,Medium,99,Low,Low
50.0,91,35,0.38461538461538464,10,466,151075,2,7,0.07692307692307693,0.6666666666666666,Low,55,Low,High
31.7,23,18,0.782608695652174,7,1359,138553,10,9,0.391304347826087,0.9111111111111111,High,76,High,Medium
22.799999999999997,39,34,0.8717948717948718,20,1729,143783,3,1,0.02564102564102564,0.9642857142857143,High,72,Medium,Low
17.0,33,5,0.15151515151515152,17,1203,104187,4,0,0.0,0.9333333333333333,High,77,Medium,Medium
48.49999999999999,87,49,0.5632183908045977,20,835,169490,5,9,0.10344827586206896,0.5,High,88,Low,Low
22.8,25,21,0.84,19,375,164439,7,5,0.2,0.9743589743589743,High,71,High,Medium
50.0,62,16,0.25806451612903225,20,348,152967,10,28,0.45161290322580644,0.46153846153846156,Medium,66,Medium,Medium
39.2,93,85,0.9139784946236559,17,1804,86088,7,5,0.053763440860215055,0.875,Low,96,High,Medium
50.0,89,40,0.449438202247191,19,1350,77528,5,40,0.449438202247191,0.6,High,66,Low,Low
